resultId;raceId;driverId;constructorId;grid;position
5570;272;63;32;22;0
5571;272;101;31;24;0
5572;272;70;32;14;0
5573;272;71;3;3;0
5574;272;30;22;2;0
5575;272;93;31;26;0
5576;272;79;25;15;0
5577;272;115;33;23;0
5578;272;81;29;21;0
5579;272;56;17;6;0
5580;272;65;22;7;0
5581;272;92;30;0;0
5582;272;108;30;0;0
5583;273;117;3;1;1
5584;273;102;1;2;2
5585;273;87;27;8;3
5586;273;104;18;13;4
5587;273;109;15;6;5
5588;273;77;6;15;6
5589;273;118;29;22;7
5590;273;84;27;12;0
5591;273;105;26;21;0
5592;273;100;33;19;0
5593;273;119;22;7;0
5594;273;30;22;3;0
5595;273;65;32;17;0
5596;273;91;15;10;0
5597;273;22;17;14;0
5598;273;55;6;5;0
5599;273;112;33;11;0
5600;273;120;18;24;0
5601;273;88;29;20;0
5602;273;69;26;26;0
5603;273;71;3;4;0
5604;273;70;32;16;0
5605;273;121;1;9;0
5606;273;122;17;18;0
5607;273;79;25;21;0
5608;273;110;25;23;0
5609;274;102;1;3;1
5610;274;71;3;2;2
5611;274;30;22;4;3
5612;274;65;32;12;4
5613;274;87;27;10;5
5614;274;70;32;15;6
5615;274;112;33;11;7
5616;274;55;6;9;8
5617;274;118;29;18;9
5618;274;100;33;17;10
5619;274;105;26;25;11
5620;274;69;26;21;12
5621;274;91;15;8;0
5622;274;109;15;7;0
5623;274;110;25;23;0
5624;274;117;3;1;0
5625;274;104;18;20;0
5626;274;88;29;19;0
5627;274;79;25;22;0
5628;274;22;17;14;0
5629;274;119;22;6;0
5630;274;121;1;5;0
5631;274;77;6;13;0
5632;274;84;27;16;0
5633;274;120;18;24;0
5634;274;122;17;26;0
5635;275;102;1;4;1
5636;275;71;3;2;2
5637;275;117;3;1;3
5638;275;65;32;11;4
5639;275;119;22;10;5
5640;275;120;18;20;6
5641;275;104;18;16;7
5642;275;70;32;13;8
5643;275;100;33;17;9
5644;275;22;17;12;10
5645;275;105;26;24;11
5646;275;118;29;14;0
5647;275;123;17;19;0
5648;275;110;25;25;0
5649;275;55;6;9;0
5650;275;88;29;23;0
5651;275;112;33;15;0
5652;275;30;22;3;0
5653;275;87;27;21;0
5654;275;77;6;8;0
5655;275;109;15;7;0
5656;275;79;25;18;0
5657;275;84;27;22;0
5658;275;91;15;5;0
5659;275;121;1;6;0
5660;275;69;26;0;0
5661;276;117;3;1;1
5662;276;30;22;3;2
5663;276;84;27;10;3
5664;276;109;15;16;4
5665;276;112;33;14;5
5666;276;120;18;25;6
5667;276;69;26;24;7
5668;276;65;32;12;8
5669;276;88;29;21;9
5670;276;70;32;20;0
5671;276;91;15;5;0
5672;276;102;1;4;0
5673;276;55;6;9;0
5674;276;104;18;23;0
5675;276;121;1;6;0
5676;276;118;29;15;0
5677;276;79;25;22;0
5678;276;71;3;2;0
5679;276;100;33;17;0
5680;276;110;25;18;0
5681;276;22;17;13;0
5682;276;77;6;8;0
5683;276;123;17;19;0
5684;276;87;27;7;0
5685;276;119;22;11;0
5686;276;105;26;0;0
5687;277;117;3;1;1
5688;277;102;1;3;2
5689;277;30;22;4;3
5690;277;119;22;5;4
5691;277;121;1;7;5
5692;277;77;6;11;6
5693;277;87;27;12;7
5694;277;104;18;20;8
5695;277;100;33;14;9
5696;277;88;29;19;10
5697;277;123;17;21;11
5698;277;22;17;17;12
5699;277;118;29;16;13
5700;277;70;32;15;14
5701;277;109;15;9;0
5702;277;69;26;22;0
5703;277;91;15;6;0
5704;277;110;25;24;0
5705;277;71;3;2;0
5706;277;55;6;8;0
5707;277;120;18;25;0
5708;277;112;33;13;0
5709;277;84;27;18;0
5710;277;79;25;23;0
5711;277;65;32;10;0
5712;277;105;26;0;0
5713;278;102;1;3;1
5714;278;71;3;4;2
5715;278;55;6;5;3
5716;278;117;3;1;4
5717;278;104;18;17;5
5718;278;84;27;13;6
5719;278;70;32;20;7
5720;278;121;1;9;8
5721;278;22;17;16;9
5722;278;110;25;19;10
5723;278;120;18;25;11
5724;278;112;33;15;12
5725;278;91;15;8;13
5726;278;77;6;7;14
5727;278;65;32;14;0
5728;278;119;22;6;0
5729;278;100;33;10;0
5730;278;88;29;18;0
5731;278;118;29;12;0
5732;278;30;22;2;0
5733;278;79;25;22;0
5734;278;105;26;24;0
5735;278;109;15;11;0
5736;278;123;17;23;0
5737;278;87;27;21;0
5738;278;69;26;0;0
5739;279;117;3;1;1
5740;279;30;22;3;2
5741;279;71;3;2;3
5742;279;77;6;5;4
5743;279;84;27;7;5
5744;279;91;15;9;6
5745;279;109;15;11;7
5746;279;100;33;13;8
5747;279;104;18;17;9
5748;279;65;32;20;10
5749;279;70;32;21;11
5750;279;123;17;24;12
5751;279;88;29;16;13
5752;279;121;1;12;14
5753;279;69;26;25;15
5754;279;118;29;18;16
5755;279;79;25;22;17
5756;279;102;1;8;18
5757;279;119;22;4;0
5758;279;110;25;19;0
5759;279;120;18;23;0
5760;279;55;6;6;0
5761;279;87;27;10;0
5762;279;22;17;14;0
5763;279;112;33;15;0
5764;279;105;26;0;0
5765;280;117;3;2;1
5766;280;71;3;1;2
5767;280;30;22;7;3
5768;280;102;1;5;4
5769;280;84;27;3;5
5770;280;121;1;16;6
5771;280;22;17;8;7
5772;280;104;18;23;8
5773;280;112;33;10;9
5774;280;119;22;12;10
5775;280;123;17;20;11
5776;280;88;29;13;12
5777;280;118;29;15;13
5778;280;77;6;14;14
5779;280;110;25;25;15
5780;280;100;33;9;16
5781;280;55;6;6;0
5782;280;69;26;22;0
5783;280;91;15;11;0
5784;280;109;15;18;0
5785;280;87;27;4;0
5786;280;65;32;19;0
5787;280;120;18;24;0
5788;280;79;25;24;0
5789;280;70;32;17;0
5790;280;105;26;0;0
5791;281;117;3;1;1
5792;281;30;22;3;2
5793;281;119;22;5;3
5794;281;65;32;7;4
5795;281;102;1;4;5
5796;281;118;29;8;6
5797;281;87;27;9;7
5798;281;109;15;16;8
5799;281;55;6;12;9
5800;281;22;17;15;10
5801;281;112;33;24;11
5802;281;104;18;19;12
5803;281;79;25;22;13
5804;281;84;27;6;14
5805;281;110;25;21;0
5806;281;71;3;2;0
5807;281;70;32;14;0
5808;281;123;17;23;0
5809;281;69;26;25;0
5810;281;94;18;20;0
5811;281;91;15;18;0
5812;281;77;6;13;0
5813;281;88;29;10;0
5814;281;121;1;11;0
5815;281;100;33;17;0
5816;281;105;26;0;0
5817;282;117;3;1;1
5818;282;30;22;3;2
5819;282;87;27;5;3
5820;282;102;1;4;4
5821;282;119;22;7;5
5822;282;77;6;9;6
5823;282;55;6;10;7
5824;282;84;27;6;8
5825;282;91;15;14;9
5826;282;65;32;13;10
5827;282;104;18;20;11
5828;282;112;33;23;12
5829;282;123;17;24;13
5830;282;94;18;22;14
5831;282;71;3;2;15
5832;282;105;26;26;16
5833;282;118;29;11;17
5834;282;22;17;17;0
5835;282;79;25;21;0
5836;282;109;15;18;0
5837;282;70;32;15;0
5838;282;88;29;8;0
5839;282;121;1;12;0
5840;282;69;26;25;0
5841;282;110;25;19;0
5842;282;100;33;16;0
5843;283;71;3;2;1
5844;283;119;22;5;2
5845;283;77;6;6;3
5846;283;118;29;9;4
5847;283;84;27;13;5
5848;283;91;15;17;6
5849;283;87;27;12;7
5850;283;112;33;19;8
5851;283;123;17;24;9
5852;283;79;25;23;10
5853;283;110;25;22;11
5854;283;117;3;1;12
5855;283;94;18;7;0
5856;283;100;33;18;0
5857;283;70;32;21;0
5858;283;88;29;10;0
5859;283;105;26;25;0
5860;283;65;32;20;0
5861;283;69;26;26;0
5862;283;30;22;3;0
5863;283;104;18;14;0
5864;283;55;6;8;0
5865;283;109;15;15;0
5866;283;102;1;4;0
5867;283;121;1;11;0
5868;283;22;17;16;0
5869;284;71;3;2;1
5870;284;30;22;3;2
5871;284;117;3;1;3
5872;284;102;1;5;4
5873;284;65;32;10;5
5874;284;119;22;8;6
5875;284;84;27;11;7
5876;284;121;1;14;8
5877;284;109;15;9;9
5878;284;77;6;16;10
5879;284;87;27;15;11
5880;284;112;33;18;12
5881;284;69;26;24;13
5882;284;105;26;25;14
5883;284;79;25;23;15
5884;284;100;33;19;0
5885;284;118;29;7;0
5886;284;91;15;12;0
5887;284;110;25;17;0
5888;284;104;18;22;0
5889;284;94;18;21;0
5890;284;88;29;6;0
5891;284;22;17;12;0
5892;284;55;6;4;0
5893;284;123;17;20;0
5894;284;70;32;26;0
5895;285;71;3;2;1
5896;285;55;6;3;2
5897;285;121;1;9;3
5898;285;91;15;15;4
5899;285;119;22;10;5
5900;285;100;33;20;6
5901;285;94;18;22;7
5902;285;104;18;24;8
5903;285;112;33;16;9
5904;285;69;26;25;10
5905;285;83;32;26;11
5906;285;117;3;1;12
5907;285;110;25;18;13
5908;285;79;25;17;14
5909;285;105;26;21;0
5910;285;30;22;5;0
5911;285;87;27;14;0
5912;285;77;6;6;0
5913;285;65;32;7;0
5914;285;84;27;12;0
5915;285;102;1;4;0
5916;285;88;29;8;0
5917;285;118;29;11;0
5918;285;109;15;13;0
5919;285;22;17;19;0
5920;285;124;17;23;0
5921;286;30;22;6;1
5922;286;117;3;2;2
5923;286;71;3;1;3
5924;286;55;6;5;4
5925;286;91;15;13;5
5926;286;84;27;11;6
5927;286;109;15;12;7
5928;286;94;18;19;8
5929;286;104;18;24;9
5930;286;112;33;20;10
5931;286;100;33;22;11
5932;286;110;25;17;12
5933;286;22;17;15;13
5934;286;69;26;26;14
5935;286;118;29;9;15
5936;286;119;22;7;16
5937;286;83;32;18;0
5938;286;65;32;14;0
5939;286;87;27;10;0
5940;286;105;26;25;0
5941;286;77;6;8;0
5942;286;57;1;3;0
5943;286;88;29;16;0
5944;286;102;1;4;0
5945;286;79;25;21;0
5946;286;125;17;23;0
5947;287;102;1;2;1
5948;287;117;3;1;2
5949;287;57;1;3;3
5950;287;71;3;6;4
5951;287;22;17;12;5
5952;287;56;17;8;6
5953;287;87;27;17;7
5954;287;109;15;11;8
5955;287;84;27;15;9
5956;287;94;18;22;10
5957;287;65;32;19;11
5958;287;126;33;23;12
5959;287;83;32;20;13
5960;287;118;29;7;14
5961;287;119;22;10;0
5962;287;77;6;5;0
5963;287;88;29;9;0
5964;287;111;18;13;0
5965;287;79;25;24;0
5966;287;91;15;16;0
5967;287;100;33;21;0
5968;287;30;22;4;0
5969;287;55;6;14;0
5970;287;110;25;18;0
5971;288;102;1;1;1
5972;288;117;3;2;2
5973;288;71;3;3;3
5974;288;55;6;7;4
5975;288;77;6;6;5
5976;288;84;27;8;6
5977;288;88;29;10;7
5978;288;119;22;9;8
5979;288;87;27;14;9
5980;288;118;29;17;10
5981;288;22;17;13;11
5982;288;100;33;21;12
5983;288;110;25;15;13
5984;288;126;33;24;14
5985;288;91;15;11;15
5986;288;109;15;12;0
5987;288;111;18;22;0
5988;288;57;1;5;0
5989;288;30;22;4;0
5990;288;79;25;18;0
5991;288;56;17;19;0
5992;288;65;32;20;0
5993;288;94;18;16;0
5994;288;83;32;23;0
5995;289;95;3;1;1
5996;289;119;3;4;2
5997;289;102;1;2;3
5998;289;30;22;6;4
5999;289;77;1;3;5
6000;289;65;32;11;6
6001;289;100;27;13;7
6002;289;88;29;16;8
6003;289;57;32;21;9
6004;289;105;29;17;10
6005;289;127;17;23;11
6006;289;79;33;18;12
6007;289;128;34;26;13
6008;289;129;25;12;0
6009;289;123;27;14;0
6010;289;94;35;25;0
6011;289;81;18;19;0
6012;289;109;35;24;0
6013;289;104;18;20;0
6014;289;110;25;10;0
6015;289;55;6;5;0
6016;289;122;6;9;0
6017;289;99;36;15;0
6018;289;91;37;7;0
6019;289;92;33;22;0
6020;289;84;22;8;0
6021;289;108;37;0;0
6022;289;130;36;0;0
6023;289;131;17;0;0
6024;289;132;34;0;0
6025;290;95;3;1;1
6026;290;119;3;2;2
6027;290;30;22;3;3
6028;290;77;1;5;4
6029;290;110;25;11;5
6030;290;57;32;18;6
6031;290;65;32;12;7
6032;290;109;35;7;8
6033;290;100;27;26;9
6034;290;123;27;22;10
6035;290;92;33;13;11
6036;290;79;33;24;12
6037;290;105;29;25;13
6038;290;84;22;4;0
6039;290;99;36;14;0
6040;290;130;36;23;0
6041;290;94;35;9;0
6042;290;55;6;10;0
6043;290;81;18;21;0
6044;290;131;17;15;0
6045;290;129;25;16;0
6046;290;102;1;6;0
6047;290;104;18;17;0
6048;290;127;17;8;0
6049;290;91;37;19;0
6050;290;122;6;20;0
6051;290;88;29;0;0
6052;290;108;37;0;0
6053;290;128;34;0;0
6054;290;132;34;0;0
6055;291;95;3;1;1
6056;291;119;3;2;2
6057;291;30;22;5;3
6058;291;55;6;6;4
6059;291;122;6;11;5
6060;291;105;29;14;6
6061;291;81;18;23;7
6062;291;109;35;16;8
6063;291;79;33;25;9
6064;291;57;32;24;10
6065;291;99;36;19;0
6066;291;91;37;9;0
6067;291;104;18;20;0
6068;291;129;25;17;0
6069;291;100;27;15;0
6070;291;65;32;26;0
6071;291;123;27;10;0
6072;291;127;17;21;0
6073;291;84;22;7;0
6074;291;94;35;8;0
6075;291;92;33;18;0
6076;291;110;25;13;0
6077;291;102;1;3;0
6078;291;77;1;4;0
6079;291;88;29;22;0
6080;291;131;17;12;0
6081;291;130;36;0;0
6082;291;108;37;0;0
6083;291;128;34;0;0
6084;291;132;34;0;0
6085;292;95;3;1;1
6086;292;30;22;2;2
6087;292;55;6;8;3
6088;292;77;1;7;4
6089;292;105;29;16;5
6090;292;94;35;13;6
6091;292;88;29;19;7
6092;292;91;37;9;8
6093;292;102;1;3;9
6094;292;122;6;5;10
6095;292;104;18;22;11
6096;292;108;37;23;12
6097;292;109;35;12;0
6098;292;99;36;18;0
6099;292;57;32;21;0
6100;292;100;27;10;0
6101;292;92;33;24;0
6102;292;129;25;15;0
6103;292;81;18;25;0
6104;292;127;17;17;0
6105;292;130;36;20;0
6106;292;119;3;4;0
6107;292;65;32;26;0
6108;292;123;27;14;0
6109;292;84;22;6;0
6110;292;110;25;11;0
6111;292;79;33;0;0
6112;292;128;34;0;0
6113;292;131;17;0;0
6114;292;71;34;0;0
6115;292;90;38;0;0
6116;292;135;38;0;0
6117;293;95;3;1;1
6118;293;119;3;2;2
6119;293;102;1;3;3
6120;293;84;22;6;4
6121;293;105;29;9;5
6122;293;94;35;15;6
6123;293;127;17;16;7
6124;293;129;25;20;8
6125;293;100;27;13;9
6126;293;88;29;11;10
6127;293;109;35;16;11
6128;293;91;37;12;12
6129;293;108;37;24;13
6130;293;110;25;14;14
6131;293;79;33;17;0
6132;293;55;6;7;0
6133;293;77;1;4;0
6134;293;92;33;19;0
6135;293;123;27;10;0
6136;293;131;17;23;0
6137;293;81;18;21;0
6138;293;99;36;22;0
6139;293;30;22;5;0
6140;293;122;6;8;0
6141;293;104;18;25;0
6142;293;65;32;26;0
6143;293;57;32;0;0
6144;293;130;36;0;0
6145;293;71;34;0;0
6146;293;128;34;0;0
6147;293;90;38;0;0
6148;293;135;38;0;0
6149;294;102;1;3;1
6150;294;95;3;1;2
6151;294;119;3;2;3
6152;294;30;22;6;4
6153;294;84;22;7;5
6154;294;92;33;15;6
6155;294;105;29;11;7
6156;294;104;18;17;8
6157;294;109;35;20;9
6158;294;100;27;23;10
6159;294;88;29;19;11
6160;294;123;27;22;12
6161;294;122;6;8;0
6162;294;77;1;5;0
6163;294;57;32;14;0
6164;294;55;6;4;0
6165;294;127;17;13;0
6166;294;65;32;9;0
6167;294;90;38;26;0
6168;294;110;25;10;0
6169;294;99;36;25;0
6170;294;131;17;21;0
6171;294;129;25;24;0
6172;294;91;37;16;0
6173;294;81;18;12;0
6174;294;94;35;18;0
6175;294;128;34;0;0
6176;294;71;34;0;0
6177;294;130;36;0;0
6178;294;108;37;0;0
6179;294;79;33;0;0
6180;294;135;38;0;0
6181;295;77;1;4;1
6182;295;30;22;5;2
6183;295;55;6;8;3
6184;295;91;37;12;4
6185;295;110;25;14;5
6186;295;100;27;22;6
6187;295;105;29;16;7
6188;295;94;35;15;8
6189;295;109;35;23;9
6190;295;123;27;21;10
6191;295;81;18;13;11
6192;295;129;25;26;12
6193;295;104;18;25;13
6194;295;108;37;20;14
6195;295;79;33;11;0
6196;295;84;22;7;0
6197;295;119;3;2;0
6198;295;102;1;1;0
6199;295;131;17;17;0
6200;295;57;32;10;0
6201;295;65;32;6;0
6202;295;122;6;9;0
6203;295;95;3;3;0
6204;295;127;17;24;0
